area_sqft,bedrooms,bathrooms,age_years,parking,distance_to_center_km,location,furnishing,price_lakhs
1435.0,3,4.0,4,1,11.0,Suburb,Fully-Furnished,79.25
1723.0,4,4.0,17,1,9.5,Outskirts,Unfurnished,58.18
1775.0,4,4.0,23,3,10.0,Coastal,Fully-Furnished,109.33
2177.0,4,3.0,7,1,10.7,IT Corridor,Semi-Furnished,131.71
874.0,1,1.0,29,0,12.2,Outskirts,Fully-Furnished,28.36
1991.0,2,1.0,23,3,8.5,Coastal,Semi-Furnished,101.28
1212.0,3,2.0,19,3,16.6,Outskirts,Unfurnished,46.16
1016.0,1,1.0,15,3,23.2,Rural,Semi-Furnished,30.17
1451.0,3,4.0,1,2,8.3,Suburb,Semi-Furnished,89.19
1293.0,3,4.0,3,1,10.1,Coastal,Unfurnished,91.97
906.0,1,1.0,22,0,27.0,,Unfurnished,18.12
601.0,2,,2,1,7.7,Coastal,Unfurnished,47.85
929.0,3,2.0,14,2,9.7,IT Corridor,Unfurnished,49.93
2126.0,5,4.0,5,1,22.2,Rural,,57.39
2381.0,4,4.0,26,1,10.2,IT Corridor,Fully-Furnished,103.5
,3,4.0,26,3,10.8,Suburb,Fully-Furnished,83.92
1993.0,4,5.0,4,2,13.5,IT Corridor,Fully-Furnished,145.29
1142.0,2,3.0,13,1,12.7,IT Corridor,Semi-Furnished,67.18
,2,1.0,8,2,15.8,IT Corridor,Semi-Furnished,83.88
1541.0,3,4.0,0,3,7.0,Coastal,Unfurnished,108.33
859.0,2,3.0,28,2,13.8,,Unfurnished,26.8
905.0,2,1.0,22,2,1.8,City Center,Semi-Furnished,62.39
1449.0,3,2.0,25,1,14.3,Suburb,Semi-Furnished,57.7
1240.0,3,4.0,10,3,0.5,City Center,Semi-Furnished,95.87
868.0,2,1.0,28,2,3.7,City Center,Semi-Furnished,57.66
1593.0,2,3.0,2,3,9.2,Coastal,Fully-Furnished,125.72
1268.0,2,3.0,16,0,15.1,Outskirts,Semi-Furnished,47.13
1911.0,4,4.0,3,2,15.5,Suburb,Unfurnished,111.02
1397.0,3,4.0,20,0,11.2,Coastal,,86.51
1250.0,2,,18,2,10.1,Coastal,Fully-Furnished,78.76
1464.0,3,2.0,28,2,6.4,Suburb,Fully-Furnished,65.13
1314.0,2,2.0,23,0,9.3,Coastal,Fully-Furnished,77.55
1066.0,3,4.0,20,3,7.9,Suburb,Semi-Furnished,54.18
1199.0,2,2.0,11,2,9.0,Suburb,Semi-Furnished,68.88
1775.0,3,3.0,2,0,3.5,City Center,Unfurnished,153.39
1723.0,3,3.0,28,3,7.6,Suburb,Semi-Furnished,72.03
2043.0,4,4.0,4,3,10.7,Suburb,Semi-Furnished,107.31
554.0,1,1.0,3,0,13.5,Suburb,,43.66
1203.0,1,2.0,0,1,11.9,Suburb,Fully-Furnished,72.5
1193.0,3,4.0,26,2,15.5,Outskirts,Unfurnished,45.56
1486.0,3,3.0,3,2,19.5,,Unfurnished,50.88
1174.0,3,3.0,7,2,6.0,City Center,Unfurnished,103.05
1143.0,3,2.0,0,1,15.0,IT Corridor,Semi-Furnished,78.07
1791.0,4,5.0,25,3,11.4,IT Corridor,Unfurnished,96.69
1489.0,4,4.0,11,2,1.6,City Center,Semi-Furnished,113.56
817.0,1,2.0,21,0,16.8,Outskirts,Semi-Furnished,29.25
2067.0,4,5.0,19,1,12.7,Outskirts,Fully-Furnished,68.55
1898.0,3,,19,0,17.2,Outskirts,Unfurnished,58.6
1113.0,3,3.0,26,3,5.9,Suburb,,57.81
1816.0,4,3.0,27,0,0.5,City Center,Unfurnished,96.18
1032.0,3,3.0,12,1,9.0,,Semi-Furnished,63.57
1963.0,4,3.0,7,0,4.8,Suburb,Semi-Furnished,92.05
1291.0,1,2.0,4,1,12.0,IT Corridor,Semi-Furnished,86.38
999.0,3,3.0,3,1,16.5,Outskirts,Semi-Furnished,44.86
1213.0,2,1.0,28,2,11.2,Outskirts,Fully-Furnished,44.76
1017.0,2,2.0,9,0,14.6,IT Corridor,Semi-Furnished,57.0
1496.0,3,2.0,28,0,1.4,City Center,Unfurnished,102.52
1488.0,3,4.0,19,0,16.5,Outskirts,Fully-Furnished,58.86
1418.0,3,2.0,30,3,12.6,IT Corridor,Semi-Furnished,79.08
1122.0,1,1.0,18,0,23.7,Rural,Unfurnished,22.83
450.0,2,2.0,0,2,7.5,Suburb,Unfurnished,33.55
1446.0,3,2.0,23,3,7.2,IT Corridor,Semi-Furnished,80.44
452.0,1,1.0,18,3,13.0,Outskirts,Semi-Furnished,25.21
1522.0,4,3.0,7,1,6.8,Suburb,Semi-Furnished,85.71
1965.0,4,5.0,19,0,16.6,IT Corridor,Unfurnished,97.91
1537.0,3,4.0,4,2,14.8,IT Corridor,Semi-Furnished,99.0
1205.0,1,2.0,16,2,11.1,Outskirts,Fully-Furnished,44.84
,3,4.0,25,2,14.2,IT Corridor,Semi-Furnished,67.89
1333.0,3,2.0,5,0,25.6,Rural,Unfurnished,34.94
1125.0,2,3.0,18,3,6.9,Coastal,Fully-Furnished,76.75
1108.0,1,1.0,28,0,16.3,Outskirts,Fully-Furnished,34.83
938.0,1,1.0,24,1,17.2,Outskirts,Unfurnished,27.71
1994.0,3,3.0,16,1,13.4,Outskirts,Semi-Furnished,65.01
1392.0,3,3.0,2,2,7.2,Coastal,Semi-Furnished,100.52
1878.0,4,4.0,1,1,15.4,Outskirts,Unfurnished,73.4
1275.0,3,2.0,5,1,9.2,IT Corridor,Semi-Furnished,81.02
1436.0,2,3.0,10,2,8.5,Coastal,Semi-Furnished,96.86
1315.0,3,3.0,17,1,7.8,Coastal,Unfurnished,87.3
1631.0,4,4.0,22,1,23.1,Rural,Unfurnished,36.27
1813.0,3,2.0,23,2,6.6,Suburb,Fully-Furnished,70.0
1520.0,3,2.0,6,0,12.8,IT Corridor,Semi-Furnished,95.36
1063.0,3,3.0,11,3,14.4,IT Corridor,Unfurnished,65.79
1010.0,2,2.0,24,2,9.9,Suburb,Unfurnished,43.92
2230.0,5,5.0,24,2,6.6,Suburb,Unfurnished,113.96
1260.0,2,1.0,6,1,27.1,Rural,Fully-Furnished,41.37
,3,2.0,6,3,25.5,Rural,Fully-Furnished,47.07
2133.0,3,3.0,13,1,13.7,IT Corridor,Unfurnished,121.2
1944.0,4,3.0,9,3,28.3,Rural,Semi-Furnished,56.68
1667.0,4,3.0,9,3,12.5,Outskirts,Unfurnished,74.44
1200.0,4,3.0,15,3,8.6,Suburb,Fully-Furnished,66.89
2577.0,6,6.0,3,2,23.3,Rural,Fully-Furnished,76.75
1596.0,4,3.0,0,3,22.5,Rural,Unfurnished,50.01
,3,3.0,27,2,13.6,Coastal,Unfurnished,96.29
,2,2.0,16,1,11.6,Suburb,Unfurnished,64.19
,1,1.0,10,3,10.0,Outskirts,Unfurnished,30.68
733.0,2,3.0,15,2,13.2,IT Corridor,Semi-Furnished,53.27
1603.0,3,3.0,23,3,23.4,Rural,Unfurnished,40.16
1596.0,4,3.0,13,0,18.2,Outskirts,Unfurnished,59.75
1280.0,2,2.0,27,0,8.2,Coastal,Unfurnished,61.7
814.0,1,2.0,25,1,2.5,City Center,Semi-Furnished,58.28
679.0,1,2.0,8,3,12.4,,Semi-Furnished,49.34
1236.0,1,,19,1,26.1,Rural,Unfurnished,24.86
672.0,1,1.0,0,2,9.1,Suburb,Semi-Furnished,42.49
1849.0,4,4.0,14,0,24.4,Rural,Semi-Furnished,47.27
1976.0,4,5.0,16,2,14.6,Outskirts,Semi-Furnished,72.44
2815.0,6,6.0,29,3,26.4,Rural,Semi-Furnished,59.34
1839.0,4,4.0,7,1,11.8,Outskirts,Semi-Furnished,85.78
1104.0,3,2.0,22,3,12.0,IT Corridor,Unfurnished,59.59
964.0,2,3.0,27,1,14.7,Outskirts,Fully-Furnished,33.15
450.0,2,2.0,13,2,13.6,Outskirts,Semi-Furnished,22.7
1103.0,2,2.0,5,2,10.1,Coastal,Unfurnished,64.4
1312.0,3,4.0,18,3,5.4,Suburb,Semi-Furnished,66.73
1884.0,4,3.0,22,0,8.0,Suburb,Unfurnished,83.56
1706.0,3,2.0,14,0,22.6,Rural,Semi-Furnished,36.17
1694.0,3,4.0,0,2,4.5,City Center,Unfurnished,143.18
1507.0,3,3.0,20,1,10.7,IT Corridor,Semi-Furnished,70.32
1730.0,4,5.0,8,1,9.1,Suburb,Semi-Furnished,99.22
2124.0,4,4.0,18,3,13.1,IT Corridor,Semi-Furnished,119.83
868.0,2,3.0,6,2,10.5,Outskirts,Unfurnished,41.33
1171.0,3,4.0,19,0,16.3,Outskirts,Semi-Furnished,47.83
706.0,2,2.0,26,2,9.9,,Unfurnished,43.71
2209.0,5,6.0,1,2,7.3,Coastal,Semi-Furnished,182.24
2048.0,5,6.0,18,2,2.7,City Center,Unfurnished,140.49
1776.0,3,4.0,22,0,14.3,IT Corridor,Unfurnished,76.01
801.0,1,2.0,20,0,11.1,Suburb,Unfurnished,30.05
,3,3.0,16,1,29.9,Rural,Semi-Furnished,33.79
,2,2.0,2,2,3.5,City Center,Unfurnished,123.86
1440.0,3,,10,2,23.7,Rural,Semi-Furnished,43.99
1306.0,4,5.0,9,1,13.6,Outskirts,Unfurnished,55.82
1660.0,3,3.0,11,0,13.8,IT Corridor,Semi-Furnished,94.62
1203.0,2,3.0,27,2,7.5,City Center,Fully-Furnished,92.46
,4,5.0,1,3,4.0,City Center,Fully-Furnished,160.28
1521.0,4,3.0,19,2,7.4,Suburb,Unfurnished,77.2
1253.0,3,3.0,17,0,15.8,Outskirts,Fully-Furnished,49.62
1344.0,3,2.0,23,2,25.7,Rural,Semi-Furnished,35.19
1180.0,2,3.0,11,3,3.1,City Center,Semi-Furnished,85.17
1807.0,3,3.0,15,2,5.9,Coastal,Fully-Furnished,127.67
1264.0,2,,16,1,7.9,Outskirts,Unfurnished,41.51
1547.0,3,3.0,6,0,1.5,City Center,,118.29
1204.0,4,3.0,1,1,11.9,Suburb,Fully-Furnished,74.75
657.0,1,1.0,28,3,9.6,Suburb,Semi-Furnished,34.09
,5,6.0,25,1,2.8,Suburb,Fully-Furnished,94.57
871.0,1,1.0,8,3,25.0,Rural,Fully-Furnished,31.47
,3,2.0,13,2,3.8,Suburb,Fully-Furnished,90.99
1610.0,4,5.0,5,3,20.6,Outskirts,Semi-Furnished,74.6
572.0,2,,0,0,12.5,IT Corridor,Unfurnished,37.18
928.0,2,3.0,20,3,5.6,,Fully-Furnished,57.07
1143.0,1,,17,0,5.2,City Center,Unfurnished,73.28
990.0,2,1.0,2,1,0.8,City Center,Unfurnished,91.49
809.0,1,2.0,29,0,10.6,Suburb,Unfurnished,27.25
1770.0,5,5.0,23,3,15.1,Outskirts,Unfurnished,59.03
1280.0,2,3.0,4,2,4.7,Coastal,Unfurnished,94.5
1593.0,3,4.0,22,2,10.9,Suburb,Semi-Furnished,78.72
1185.0,2,1.0,22,0,21.2,Rural,Fully-Furnished,28.25
1553.0,3,4.0,11,0,28.8,,Unfurnished,35.64
1024.0,1,1.0,22,1,8.2,Coastal,Unfurnished,54.16
1387.0,3,2.0,15,2,9.1,IT Corridor,,82.79
1691.0,3,3.0,13,0,19.9,Rural,Unfurnished,39.14
1423.0,3,,15,3,13.5,Suburb,Semi-Furnished,74.07
1171.0,2,1.0,14,2,13.1,Suburb,Fully-Furnished,53.25
857.0,1,1.0,2,2,5.5,Suburb,Unfurnished,53.79
1484.0,4,4.0,11,0,12.6,Coastal,Semi-Furnished,101.62
1572.0,3,3.0,2,3,8.5,Coastal,Unfurnished,110.79
1271.0,1,2.0,10,0,14.4,Outskirts,Semi-Furnished,50.63
1015.0,2,3.0,10,0,14.8,,Unfurnished,38.88
1671.0,3,4.0,26,2,8.2,Suburb,Fully-Furnished,83.59
2641.0,5,4.0,0,3,7.0,City Center,Semi-Furnished,207.52
1249.0,3,3.0,13,3,12.4,IT Corridor,Fully-Furnished,92.8
1568.0,3,4.0,5,3,6.8,IT Corridor,Unfurnished,105.12
1589.0,4,4.0,26,1,17.9,IT Corridor,Semi-Furnished,66.42
450.0,1,1.0,11,2,17.5,Outskirts,Unfurnished,22.22
1462.0,4,3.0,13,1,0.5,City Center,Unfurnished,108.47
1047.0,3,4.0,19,3,24.0,Rural,Semi-Furnished,34.59
2092.0,4,4.0,23,3,9.5,IT Corridor,Fully-Furnished,111.45
1273.0,2,3.0,15,0,15.1,Outskirts,Semi-Furnished,39.83
1011.0,2,2.0,25,2,10.1,Suburb,Fully-Furnished,51.93
,3,2.0,5,1,8.7,Coastal,Fully-Furnished,94.71
1483.0,4,3.0,18,3,7.3,Suburb,Unfurnished,71.5
,1,1.0,23,0,22.8,Rural,Unfurnished,22.43
1374.0,3,2.0,13,1,11.4,Suburb,Fully-Furnished,69.8
723.0,1,2.0,24,2,11.7,IT Corridor,,39.76
1287.0,2,2.0,26,3,31.3,Rural,Semi-Furnished,31.73
1788.0,3,2.0,20,3,12.7,Outskirts,Semi-Furnished,65.01
2385.0,6,6.0,28,3,27.2,Rural,,64.8
1753.0,4,5.0,21,3,9.1,Suburb,Unfurnished,78.37
1536.0,3,2.0,10,0,6.9,Suburb,Unfurnished,66.72
1992.0,4,3.0,7,0,12.8,Suburb,Unfurnished,100.58
1910.0,4,5.0,10,1,15.3,Outskirts,Unfurnished,73.04
2232.0,3,2.0,25,3,9.5,IT Corridor,Unfurnished,105.87
1941.0,4,4.0,28,0,14.1,Outskirts,Fully-Furnished,71.84
,4,3.0,18,2,10.9,Coastal,Semi-Furnished,79.38
1529.0,3,3.0,30,3,4.6,Coastal,Semi-Furnished,86.7
1490.0,3,2.0,5,0,12.9,Suburb,Semi-Furnished,65.75
1551.0,4,3.0,15,1,10.9,,Fully-Furnished,76.1
1500.0,3,4.0,21,3,2.2,City Center,Unfurnished,110.26
1009.0,2,3.0,5,2,18.8,Outskirts,Semi-Furnished,50.66
450.0,1,,19,2,7.9,City Center,Semi-Furnished,34.02
1064.0,2,3.0,7,0,16.7,Outskirts,Fully-Furnished,48.92
450.0,1,1.0,17,0,12.5,IT Corridor,Unfurnished,24.67
1434.0,3,4.0,9,1,14.2,Suburb,Unfurnished,69.89
1402.0,3,3.0,14,1,16.2,IT Corridor,Semi-Furnished,94.48
562.0,1,,12,0,5.4,Coastal,Fully-Furnished,41.41
1744.0,4,5.0,23,2,24.4,Rural,Semi-Furnished,44.19
1833.0,4,4.0,30,3,2.4,City Center,Semi-Furnished,117.69
1448.0,3,4.0,22,3,7.8,Suburb,,59.28
2234.0,3,4.0,9,1,4.8,Suburb,Semi-Furnished,125.21
2336.0,5,5.0,18,0,11.5,Suburb,Semi-Furnished,109.59
797.0,2,2.0,2,1,25.2,Rural,Fully-Furnished,29.63
1918.0,3,4.0,2,2,15.3,Outskirts,Unfurnished,82.72
,2,3.0,17,3,16.0,IT Corridor,Unfurnished,90.04
1609.0,3,,7,0,23.4,Rural,Unfurnished,44.48
1867.0,4,3.0,29,2,11.8,IT Corridor,Semi-Furnished,84.17
1040.0,1,1.0,30,3,8.8,Coastal,Fully-Furnished,55.13
1104.0,2,3.0,6,2,6.8,Coastal,Semi-Furnished,72.23
987.0,2,1.0,12,0,2.7,City Center,Semi-Furnished,72.35
1023.0,3,4.0,15,0,5.2,City Center,Semi-Furnished,69.25
1351.0,3,4.0,19,3,15.0,Outskirts,Unfurnished,52.36
674.0,1,1.0,23,2,11.7,Coastal,Fully-Furnished,46.96
877.0,1,,4,2,12.9,Outskirts,Semi-Furnished,38.83
1689.0,4,,16,2,3.6,City Center,Unfurnished,114.88
1365.0,3,2.0,17,3,0.5,City Center,Semi-Furnished,113.73
1591.0,3,2.0,1,1,11.7,IT Corridor,Unfurnished,98.87
455.0,1,2.0,18,2,7.0,Suburb,Unfurnished,26.5
1008.0,2,2.0,8,1,18.8,Outskirts,Semi-Furnished,44.71
1122.0,3,3.0,23,2,11.1,Suburb,Fully-Furnished,52.05
1416.0,2,3.0,17,1,16.4,Outskirts,Unfurnished,44.78
1107.0,3,3.0,30,1,20.2,Outskirts,Semi-Furnished,44.74
1867.0,4,5.0,5,0,19.1,Outskirts,Unfurnished,70.45
1371.0,3,2.0,14,0,5.0,City Center,Semi-Furnished,91.56
1409.0,3,4.0,18,0,6.1,Coastal,Semi-Furnished,85.46
1407.0,3,4.0,9,1,10.9,Outskirts,Semi-Furnished,57.13
1754.0,3,3.0,13,0,24.9,Rural,Semi-Furnished,39.08
1164.0,2,,4,0,14.0,Outskirts,Semi-Furnished,45.74
1961.0,5,6.0,17,3,13.2,Outskirts,Fully-Furnished,82.94
1630.0,3,4.0,10,1,14.2,Outskirts,Unfurnished,61.78
,3,3.0,19,2,7.3,IT Corridor,Semi-Furnished,87.26
,3,2.0,13,2,13.2,Suburb,Unfurnished,59.41
1660.0,3,4.0,16,0,5.8,Suburb,Unfurnished,66.66
1908.0,3,4.0,29,2,13.1,,Unfurnished,61.42
1873.0,3,4.0,28,2,13.6,IT Corridor,Fully-Furnished,88.51
1588.0,3,,15,2,10.4,Outskirts,Unfurnished,65.13
1838.0,4,4.0,17,2,11.6,Suburb,Fully-Furnished,92.12
1459.0,4,4.0,20,2,11.7,Suburb,Unfurnished,61.02
2026.0,4,4.0,13,3,7.1,Coastal,Semi-Furnished,141.66
1387.0,3,3.0,22,3,12.0,Outskirts,Semi-Furnished,50.91
450.0,1,1.0,0,2,10.7,IT Corridor,Semi-Furnished,37.61
2069.0,4,5.0,0,3,3.8,Suburb,Semi-Furnished,135.43
1454.0,3,2.0,0,1,6.9,City Center,Unfurnished,141.19
814.0,2,3.0,7,1,9.2,Suburb,Semi-Furnished,47.22
1301.0,3,3.0,4,3,6.9,Suburb,Unfurnished,79.06
958.0,3,2.0,16,2,0.5,City Center,Unfurnished,75.47
2450.0,4,3.0,26,3,13.6,IT Corridor,Fully-Furnished,126.42
1649.0,4,5.0,1,3,29.3,Rural,Semi-Furnished,46.79
616.0,1,2.0,18,1,11.4,Outskirts,Fully-Furnished,28.77
1673.0,3,2.0,4,1,6.4,Coastal,Fully-Furnished,125.56
1201.0,2,3.0,23,0,20.0,Rural,Semi-Furnished,29.8
2358.0,4,,23,2,10.9,Suburb,Unfurnished,89.65
874.0,2,1.0,28,0,8.4,Coastal,Unfurnished,45.53
,1,1.0,20,2,31.4,Rural,Unfurnished,15.9
1433.0,3,3.0,21,1,14.7,Outskirts,Semi-Furnished,51.14
1226.0,3,2.0,4,2,13.8,Outskirts,Fully-Furnished,57.8
1192.0,2,3.0,2,1,23.0,Rural,Unfurnished,33.4
450.0,1,2.0,3,2,11.4,Suburb,Semi-Furnished,32.52
1613.0,2,2.0,26,3,7.4,IT Corridor,Fully-Furnished,92.42
2237.0,4,4.0,26,2,11.1,Suburb,,101.25
450.0,1,1.0,13,0,15.7,Outskirts,Semi-Furnished,18.2
1986.0,4,4.0,14,1,1.6,City Center,Fully-Furnished,140.9
1116.0,2,1.0,1,2,0.5,City Center,Semi-Furnished,94.87
2575.0,5,6.0,9,3,15.0,IT Corridor,Unfurnished,163.41
1618.0,2,1.0,3,2,20.3,Outskirts,Semi-Furnished,65.47
1306.0,2,3.0,22,2,7.7,Suburb,Unfurnished,58.86
1953.0,4,5.0,6,1,13.5,IT Corridor,Unfurnished,122.27
1663.0,4,4.0,20,1,14.0,Suburb,Semi-Furnished,76.44
1104.0,2,2.0,26,1,1.2,City Center,Unfurnished,67.83
1755.0,4,4.0,30,2,8.3,Suburb,Semi-Furnished,67.16
1145.0,3,,17,3,5.5,Suburb,Semi-Furnished,60.12
506.0,1,2.0,3,2,14.6,Outskirts,Semi-Furnished,29.15
2416.0,5,6.0,20,0,11.8,IT Corridor,Unfurnished,124.29
1225.0,2,1.0,23,3,1.8,City Center,Unfurnished,79.97
1095.0,2,3.0,24,2,9.9,IT Corridor,Semi-Furnished,58.47
1569.0,3,4.0,14,2,10.5,Outskirts,Unfurnished,67.25
620.0,1,1.0,18,3,4.2,Coastal,Semi-Furnished,44.97
723.0,2,1.0,7,2,9.2,,Unfurnished,48.91
1150.0,2,1.0,4,3,10.8,Suburb,Unfurnished,61.65
1140.0,2,1.0,15,1,7.5,Suburb,Unfurnished,48.41
1436.0,3,2.0,14,3,0.6,City Center,Semi-Furnished,101.31
1961.0,4,5.0,0,1,16.9,Outskirts,Semi-Furnished,81.5
1163.0,3,4.0,29,2,13.6,IT Corridor,Unfurnished,54.35
1646.0,3,2.0,3,1,9.8,IT Corridor,Unfurnished,108.71
1701.0,3,4.0,6,2,7.2,Suburb,Semi-Furnished,85.72
858.0,1,1.0,3,2,4.9,City Center,Semi-Furnished,72.95
1514.0,3,3.0,18,0,10.0,Suburb,Unfurnished,67.16
929.0,2,,21,3,6.6,Suburb,Unfurnished,46.03
1932.0,4,4.0,24,3,15.7,Outskirts,Semi-Furnished,71.34
1628.0,3,2.0,21,2,7.9,Coastal,Semi-Furnished,102.33
1408.0,4,5.0,0,2,12.2,Suburb,Fully-Furnished,78.58
730.0,1,1.0,7,0,9.5,IT Corridor,Semi-Furnished,43.62
1458.0,3,3.0,23,2,11.5,Suburb,Unfurnished,58.27
1016.0,2,2.0,9,0,9.2,Coastal,Semi-Furnished,75.49
1753.0,3,4.0,22,0,5.1,Coastal,Unfurnished,96.32
1340.0,3,2.0,23,3,28.0,Rural,Unfurnished,35.94
994.0,3,2.0,4,3,10.6,Coastal,Unfurnished,86.56
1863.0,4,4.0,12,1,8.2,,Semi-Furnished,107.85
1761.0,4,5.0,13,3,30.7,Rural,Unfurnished,50.22
1103.0,3,3.0,10,2,5.7,,Fully-Furnished,68.13
1981.0,4,3.0,24,3,22.4,Rural,Unfurnished,46.86
1251.0,3,2.0,29,3,8.1,Suburb,Fully-Furnished,64.95
1245.0,2,2.0,3,1,17.2,Outskirts,Fully-Furnished,58.27
1462.0,3,4.0,16,3,10.7,Suburb,Semi-Furnished,80.88
1024.0,2,3.0,4,2,8.7,Suburb,Semi-Furnished,61.19
1179.0,3,3.0,16,2,15.9,IT Corridor,Unfurnished,65.11
1320.0,3,3.0,21,1,4.2,City Center,Semi-Furnished,88.58
2165.0,5,4.0,18,3,12.0,Coastal,Unfurnished,127.08
2150.0,3,4.0,2,3,17.1,Suburb,Unfurnished,98.96
1271.0,3,4.0,1,1,12.6,IT Corridor,Unfurnished,86.22
2205.0,6,5.0,26,0,17.6,Rural,,55.18
1378.0,4,4.0,12,3,7.7,Suburb,Unfurnished,74.71
1590.0,3,2.0,19,0,4.9,Coastal,Fully-Furnished,93.22
1842.0,3,2.0,24,2,15.3,Outskirts,Semi-Furnished,60.49
1546.0,3,4.0,0,1,3.3,City Center,Unfurnished,135.57
2608.0,5,4.0,20,0,8.5,IT Corridor,Unfurnished,132.34
1522.0,3,4.0,27,3,11.7,Outskirts,Unfurnished,60.59
801.0,1,1.0,27,3,2.2,City Center,Unfurnished,49.95
2053.0,5,4.0,23,1,14.4,,Unfurnished,68.34
1194.0,3,2.0,9,0,0.5,City Center,Semi-Furnished,99.91
1248.0,1,1.0,15,2,27.8,Rural,Unfurnished,29.26
450.0,1,1.0,14,3,15.1,Outskirts,Fully-Furnished,28.74
1900.0,3,2.0,4,1,3.0,City Center,Fully-Furnished,146.83
1809.0,3,2.0,7,0,9.9,Suburb,Fully-Furnished,87.31
1800.0,3,2.0,19,0,12.0,Outskirts,Unfurnished,58.95
1889.0,4,3.0,5,3,8.9,Suburb,Semi-Furnished,115.8
2246.0,5,5.0,9,3,18.0,Outskirts,Semi-Furnished,87.96
,2,,2,0,12.1,Suburb,Fully-Furnished,77.69
1869.0,4,3.0,25,0,13.3,IT Corridor,Unfurnished,87.65
1028.0,3,2.0,6,2,2.2,City Center,Semi-Furnished,97.18
1223.0,3,3.0,20,2,22.6,Rural,Semi-Furnished,36.92
1928.0,4,3.0,5,1,15.8,IT Corridor,Unfurnished,117.77
1596.0,3,3.0,9,0,9.5,Coastal,,112.27
733.0,1,1.0,13,3,7.8,Suburb,Semi-Furnished,39.4
1581.0,3,4.0,19,3,0.5,City Center,Fully-Furnished,120.88
1309.0,3,2.0,12,1,22.5,Rural,Fully-Furnished,35.06
991.0,2,2.0,16,0,0.5,City Center,Unfurnished,60.38
1617.0,5,4.0,23,2,15.6,IT Corridor,Semi-Furnished,81.42
1198.0,3,3.0,14,1,3.5,City Center,Unfurnished,79.7
615.0,1,1.0,24,3,0.8,City Center,Semi-Furnished,49.95
844.0,3,4.0,29,3,2.2,City Center,Unfurnished,64.81
2285.0,4,5.0,16,0,32.6,Rural,Unfurnished,48.2
643.0,1,1.0,20,1,15.5,IT Corridor,Semi-Furnished,35.43
,3,4.0,20,2,11.1,Outskirts,Semi-Furnished,57.23
1705.0,3,4.0,27,0,14.6,Outskirts,,51.44
1720.0,4,4.0,14,0,5.4,Suburb,Fully-Furnished,87.09
787.0,1,2.0,26,1,7.0,IT Corridor,Unfurnished,39.63
1239.0,4,5.0,9,3,12.5,IT Corridor,Unfurnished,80.42
1470.0,4,4.0,26,3,15.1,Coastal,Semi-Furnished,81.25
1800.0,4,5.0,15,3,29.6,Rural,Unfurnished,48.17
1078.0,2,2.0,2,0,15.1,Outskirts,Fully-Furnished,50.67
818.0,2,2.0,19,0,7.9,Suburb,Unfurnished,34.53
1901.0,4,3.0,10,0,3.6,City Center,Semi-Furnished,159.45
1953.0,3,4.0,29,3,12.0,Suburb,Unfurnished,74.79
1585.0,3,2.0,16,2,4.7,Suburb,Fully-Furnished,88.48
1096.0,3,3.0,25,1,0.5,City Center,Unfurnished,66.15
1603.0,3,2.0,13,2,17.5,IT Corridor,Semi-Furnished,85.88
1455.0,4,5.0,2,1,15.8,,Unfurnished,65.69
1819.0,4,4.0,17,2,29.7,Rural,Unfurnished,47.27
775.0,1,1.0,19,3,9.7,Suburb,Semi-Furnished,41.02
1458.0,3,3.0,19,2,7.4,City Center,Semi-Furnished,118.27
1320.0,2,3.0,2,1,10.2,IT Corridor,Semi-Furnished,87.75
845.0,2,1.0,0,1,26.5,Rural,,31.17
,2,3.0,19,0,13.6,Suburb,Fully-Furnished,63.61
1417.0,3,4.0,14,3,12.0,Suburb,Semi-Furnished,83.94
1195.0,3,2.0,26,1,10.6,IT Corridor,Unfurnished,60.84
1598.0,4,5.0,6,1,14.6,IT Corridor,Unfurnished,101.54
691.0,1,2.0,21,3,6.0,Coastal,Unfurnished,41.33
1373.0,2,2.0,7,3,4.8,Suburb,Unfurnished,76.08
1616.0,4,3.0,3,3,10.5,Suburb,Semi-Furnished,90.29
1542.0,3,2.0,17,0,16.1,IT Corridor,Unfurnished,77.96
1938.0,5,5.0,13,1,5.5,City Center,Unfurnished,152.38
799.0,2,2.0,13,1,8.3,IT Corridor,Unfurnished,45.29
646.0,2,2.0,6,1,11.6,Suburb,Unfurnished,36.43
1520.0,4,3.0,5,2,5.0,City Center,Unfurnished,133.8
1628.0,3,4.0,20,2,7.6,Suburb,Unfurnished,74.37
2460.0,6,5.0,12,2,0.6,Coastal,Semi-Furnished,166.38
1708.0,3,2.0,22,3,18.0,Outskirts,Unfurnished,53.04
963.0,2,1.0,12,2,17.6,Outskirts,Unfurnished,35.59
1803.0,3,4.0,22,0,4.5,City Center,Fully-Furnished,108.71
977.0,2,1.0,11,1,9.9,Outskirts,Semi-Furnished,42.99
657.0,1,1.0,11,3,0.5,City Center,Semi-Furnished,59.26
2705.0,6,6.0,7,3,15.0,IT Corridor,Unfurnished,150.45
1563.0,4,3.0,18,3,11.4,Suburb,Fully-Furnished,80.33
1757.0,2,,12,2,26.5,Rural,Fully-Furnished,45.05
1682.0,3,2.0,6,1,2.3,City Center,Semi-Furnished,107.83
2306.0,4,3.0,1,3,26.2,Rural,Unfurnished,71.04
1542.0,4,4.0,28,1,6.4,Coastal,Semi-Furnished,92.75
